Mnemonic,Long Label
GDP%@LC.Q.FGI,"Latin America and Caribbean, Nominal GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 41"
GDPE@APXGC.Q.FGI,"Asia-Pacific Excluding Greater China, Nominal GDP (Gross Domestic Product), euro, Billions - Euro, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 36"
M1%Q@GULF.Q.FGI,"Persian Gulf Countries, Growth Rate, Money Supply M1, Period End, Quarter-on-Quarter, SAAR, Percent Change, lcu, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 8 out of 8"
GDDR@AP.Q.FGI,"Asia-Pacific, Real Gross Domestic Demand (Absorption), lcu, Unit - Index - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 40"
PM$%Q@MENHR.Q.FGI,"Middle East and North Africa: High Risk, NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Quarter-on-Quarter Percent Change, SAAR, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 7"
POIL@AS.Q.FGBA1,"Asia, Price of Crude Oil, LCU basis, Unit - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 27"
PSHBPXG@WEHEM.Q.FGBA1,"Western Hemisphere, BOP Goods Exports, % of GDP, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
IIE@XOECD.Q.FGI,"Non-OECD Countries, Nominal Change in Inventory, euro, Billions - Euro, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 60 out of 172"
JSRT@EMU11.Q.FGI,"Eurozone, 1999-2000, Index, Retail Sales, Nominal (SA - Value), Unit - Index - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 11"
RX@APXGC.Q.FGI,"Asia-Pacific Excluding Greater China, Exchange Rate Index, Period Average (LCU per US$), Unit - Index, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 36"
PXE@DVG.Q.FGI,"Developing Countries, Deflator: NIA Exports of Goods & Non-Factor Services, euro, Unit - Index - 2015, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 22 out of 119"
RX@LCM.Q.FGI,"Latin America and Caribbean plus Mexico, Exchange Rate Index, Period Average (LCU per US$), Unit - Index, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 42"
PSHURB@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Share of Population: Urban, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
GDPRE%@SS.Q.FGI,"Sub-Saharan Africa, Real Euro GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 47"
MR$%Q@EMU.Q.FGI,"Eurozone, Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 19 out of 19"
PSHBPCA@EMG.Q.FGI,"Emerging Markets, Current Account Balance as a % of GDP, Unit - Percentage, Data edge: NA, Data source: IHS Markit, Updated monthly: last update 18 November 2019 Countries in aggregate: 30 out of 53"
PSHBPCA@EMUXG.Q.FGI,"Eurozone Excluding Greece, Current Account Balance as a % of GDP, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 18"
GDP$NP%@WOR.Q.FGBA1,"World, Growth Rate: Nominal GDP Per Capita, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 204"
GBAL$@EG4.Q.FGBA1,"European Group of 4, Fiscal Balance: Current, in US$, general government, Billions - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
WPI$%Q@G7.Q.FGI,"G7, Wholesale-Producer Price Index, US$ basis, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 7 out of 7"
GDP$%Q@WOR.Q.FGI,"World, Nominal GDP in U.S. Dollars, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 102 out of 204"
GDDR@ADV.Q.FGI,"Advanced economies, Real Gross Domestic Demand (Absorption), lcu, Unit - Index - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 31 out of 32"
GCR%Q@LA.Q.FGI,"Latin America, Real Government Consumption, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2017Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 19"
PSHURB@NAF.Q.FGBA1,"NAFTA, Share of Population: Urban, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 3"
M@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, Nominal NIA Imports of Goods & Non-Factor Services, lcu, Unit - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
CPI%@APX3.Q.FGI,"Asia-Pacific Excluding Japan, China, India, Consumer Price Index, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 37"
XNETR$@SS.Q.FGI,"Sub-Saharan Africa, Real NIA Net Exports, US$, Billions - U.S. Dollar - 2015, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 47"
CRE@EMU.Q.FGBA1,"Eurozone, Real Private Consumption, euro, Billions - Euro - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 19"
GCR%Q@ASEAN.Q.FGI,"Association of South-East Asian Nations, Real Government Consumption, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 10"
BPXG$@MENHR.Q.FGI,"Middle East and North Africa: High Risk, BOP Goods Exports, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 7"
IFR$%@GCHN.Q.FGI,"Greater China, Real $ Fixed Investment, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 4"
RMSPREAD@EURC.Q.FGBA1,"Europe + CIS (Commonwealth of Independent States), Interest Rate Spread: Long-Term minus Short-Term, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 52"
BPTFNETE@NAF.Q.FGBA1,"NAFTA, BOP Transfer Payments Balance, euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 3"
M1%Q@LAM.Q.FGI,"Latin America plus Mexico, Growth Rate, Money Supply M1, Period End, Quarter-on-Quarter, SAAR, Percent Change, lcu, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 20"
RXEUROEND@LEV.Q.FGI,"Levant, Exchange Rate, LCU per euro, Period End, Unit - U.S. Dollar, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 4"
MBROAD$%Q@AP.Q.FGI,"Asia-Pacific, Growth Rate, Broad Money Supply, Period End, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 40"
XRE@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Real NIA Exports of Goods & Non-Factor Services, euro, Billions - Euro - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
BPGBAL$@APX3.Q.FGI,"Asia-Pacific Excluding Japan, China, India, BOP Goods Balance, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 9 out of 37"
CP$@AMERS.Q.FGBA1,"Americas, Nominal Private Consumption, PPP$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
BPXG$@APXGC.Q.FGI,"Asia-Pacific Excluding Greater China, BOP Goods Exports, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 9 out of 36"
M1%@AS.Q.FGBA1,"Asia, Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 27"
M3$@CIS.Q.FGI,"CIS: Commonwealth of Independent States, Money Supply M3, Period End, US$, Billions - U.S. Dollar, Data edge: 2018Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 11"
IFRE@APXJC.Q.FGI,"Asia-Pacific Excluding Japan, China, Real Fixed Investment, euro, Billions - Euro - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 38"
IP@DVG.Q.FGI,"Developing Countries, Industrial Production Index, Unit - Index - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 119"
XNETRE@EURC.Q.FGI,"Europe + CIS (Commonwealth of Independent States), Real NIA Net Exports, euro, Billions - Euro - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 17 September 2019 Countries in aggregate: 36 out of 52"
IP%Q@WORXU.Q.FGI,"World Excluding USA, Growth Rate, Industrial Production, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 83 out of 203"
GDPF$@OECD.Q.FGBA1,"OECD: Organization for Economic Cooperation and Development, Nominal GDP at Factor Cost, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 32"
GDPE@APAC.Q.FGBA1,"Asia-Pacific, Nominal GDP (Gross Domestic Product), euro, Billions - Euro, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 40"
GCR%Q@EURC.Q.FGI,"Europe + CIS (Commonwealth of Independent States), Real Government Consumption, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 37 out of 52"
GDP@MENMR.Q.FGI,"Middle East and North Africa: Medium Risk, Nominal GDP (Gross Domestic Product), lcu, Unit - Index, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 4"
JU%@EG4.Q.FGBA1,"European Group of 4, Unemployment Chain-Weighted Index, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
GDPAGR$@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Real GDP at Factor Cost: Agriculture, US$, Billions - U.S. Dollar - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
ME%@WEHEM.Q.FGBA1,"Western Hemisphere, Nominal NIA Imports in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
X@WORXC.Q.FGBA1,"World Excluding China, Nominal NIA Exports of Goods & Non-Factor Services, lcu, Unit - Index, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 203"
PME@ADV.Q.FGBA1,"Advanced economies, Deflator: NIA Imports of Goods & Non-Factor Services, euro, Unit - Index - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 32"
M$@MENHR.Q.FGI,"Middle East and North Africa: High Risk, Nominal NIA Imports of Goods & Non-Factor Services, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 7"
II$@MEA.Q.FGI,"Middle East & Africa, Nominal Change in Inventory, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 26 out of 68"
RMSDIFUSA@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Short-Term Interest Rate Differential With USA, Unit - Percentage, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
XE@AP.Q.FGI,"Asia-Pacific, Nominal NIA Exports of Goods & Non-Factor Services, euro, Billions - Euro, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 40"
PX%@WEU.Q.FGBA1,"Western Europe, NIA Exports Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 22"
M1@OECD.Q.FGI,"OECD: Organization for Economic Cooperation and Development, Money Supply M1, Period End, lcu, Unit - Index, Data edge: 2017Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 32"
M1%@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
GDDR@GCHN.Q.FGI,"Greater China, Real Gross Domestic Demand (Absorption), lcu, Unit - Index - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 4"
GDPP$NP@EMU.Q.FGBA1,"Eurozone, Nominal GDP Per Capita, PPP$, Unit - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 19"
IP%Q@BRIC.Q.FGI,"BRIC (Brazil, Russia, India & China), Growth Rate, Industrial Production, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 4"
PM@MENXI.Q.FGI,"Middle East and North Africa Excluding Israel, Deflator: NIA Imports of Goods & Non-Factor Services, lcu, Unit - Index, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 20"
RMLDIFUSA@MEN.Q.FGI,"Middle East and North Africa, Long-Term Interest Rate Differential With USA, Unit - Percentage, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 21"
RX@WOR.Q.FGI,"World, Exchange Rate Index, Period Average (LCU per US$), Unit - Index, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 102 out of 204"
XE@EMU.Q.FGBA1,"Eurozone, Nominal NIA Exports of Goods & Non-Factor Services, euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 19"
